id,task,label,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
0,CreateLevelPush-v0,,0.22743362188339233,0.2677127718925476,0.7362769246101379,-0.11099272966384888,0.627324104309082,0.7207592725753784,-0.385428249835968,-0.2150290608406067,-0.43276941776275635,0.08578594028949738,1.1964983940124512,0.10799707472324371,-0.39632242918014526,0.698340654373169,0.8649972677230835,0.09493856132030487,0.14909963309764862,0.2543574571609497,0.2923123240470886,-0.10464644432067871,-0.08569854497909546,-0.3046855926513672,0.5719336271286011,-0.17972427606582642,-0.3223704695701599,-0.11775249242782593,-0.432298481464386,0.7474672794342041,0.26738792657852173,0.6220552325248718,-0.16263169050216675,0.2112015187740326,-0.10594040155410767,-0.27067774534225464,-0.18525689840316772,-0.4324847459793091,-0.19778656959533691,0.006999920587986708,0.7264872789382935,-0.2588655352592468,0.4060366451740265,0.006987823639065027,0.09086523205041885,-0.20808225870132446,-0.2694452404975891,0.7262440919876099,-0.37511205673217773,-0.36429697275161743,0.2263278067111969,0.5416315197944641,-0.13997244834899902,-0.3028653860092163,-0.33681654930114746,-0.18384552001953125,0.12160362303256989,0.221851646900177,0.5072850584983826,0.12799419462680817,-0.4187600016593933,0.6274325847625732,-0.04233032464981079,0.8156120181083679,-0.12339824438095093,0.3833128809928894
82,CreateLevelPush-v0,,0.3355902135372162,0.4566952586174011,0.7017191648483276,-0.1492462158203125,0.44397810101509094,0.9055330753326416,-0.41153019666671753,-0.3621378540992737,-0.4623463749885559,0.0464690700173378,1.2445423603057861,0.3153034746646881,-0.4290388822555542,0.5608268976211548,0.8875400424003601,0.22131556272506714,0.08463286608457565,0.05376604571938515,0.09343702346086502,-0.11878514289855957,-0.14693129062652588,-0.3242255449295044,0.5480235815048218,-0.2704782485961914,-0.2908942699432373,-0.2192668914794922,-0.46225976943969727,0.8852625489234924,0.27962130308151245,0.4246880114078522,-0.13620293140411377,0.06833614408969879,-0.14396220445632935,-0.301288902759552,-0.04604226350784302,-0.403897762298584,-0.14606940746307373,0.10172585397958755,0.832687258720398,-0.21195697784423828,0.5564455986022949,-0.14138942956924438,0.10757220536470413,-0.16020053625106812,-0.3202160596847534,0.7110698223114014,-0.3967093825340271,-0.37319254875183105,0.2742506265640259,0.4456261992454529,-0.002515852451324463,-0.34389394521713257,-0.3329635262489319,-0.2617344260215759,0.08704383671283722,0.09581336379051208,0.535609245300293,0.1566278338432312,-0.44676536321640015,0.45960503816604614,0.040051765739917755,1.0246936082839966,-0.12592411041259766,0.5245341658592224
155,CreateLevelPush-v0,,0.38546222448349,0.43257585167884827,0.7504187822341919,-0.09042060375213623,0.4635715186595917,0.7249691486358643,-0.40429943799972534,-0.38991570472717285,-0.45294058322906494,0.05723559856414795,1.220536708831787,0.3474116027355194,-0.43602126836776733,0.7176353931427002,0.9157770872116089,0.12838837504386902,0.04545199126005173,0.1655070185661316,0.0889071524143219,-0.10219299793243408,-0.16801738739013672,-0.34700077772140503,0.5383924245834351,-0.26082128286361694,-0.33083486557006836,-0.16321051120758057,-0.46696972846984863,0.9352703094482422,0.32009175419807434,0.6198714971542358,-0.16798937320709229,0.12220566719770432,-0.2495560646057129,-0.31432145833969116,-0.07833302021026611,-0.4361211657524109,-0.12009769678115845,0.16022562980651855,0.8606866002082825,-0.22794735431671143,0.5195238590240479,-0.08051174879074097,0.101538747549057,-0.1588428020477295,-0.34106481075286865,0.754442036151886,-0.3538331389427185,-0.3941025733947754,0.309999942779541,0.6217783093452454,-0.02032524347305298,-0.3307628631591797,-0.30387187004089355,-0.23748904466629028,0.07524374127388,0.18236790597438812,0.5498145818710327,0.21448171138763428,-0.43697047233581543,0.618067741394043,-0.007785797119140625,0.9866674542427063,-0.11280155181884766,0.5325140953063965
229,CreateLevelPush-v0,,0.3163347840309143,0.30973947048187256,0.6834762096405029,-0.04677391052246094,0.5044615268707275,0.7650109529495239,-0.41136306524276733,-0.26616573333740234,-0.4249699115753174,-0.05860012769699097,1.0631228685379028,0.183127760887146,-0.3823164701461792,0.5696220397949219,0.8501182198524475,0.09382997453212738,0.16105051338672638,0.14489753544330597,0.20779699087142944,-0.11422622203826904,-0.11061352491378784,-0.3161011338233948,0.6288744211196899,-0.227624773979187,-0.32728302478790283,-0.24948513507843018,-0.42339664697647095,0.7059593200683594,0.25995922088623047,0.34386420249938965,-0.118694007396698,0.021544979885220528,-0.26842236518859863,-0.3220307230949402,-0.11433738470077515,-0.39138472080230713,-0.25180745124816895,0.0739622637629509,0.5873548984527588,-0.23678433895111084,0.4645252227783203,-0.14516109228134155,0.14217466115951538,-0.10152822732925415,-0.3045305013656616,0.838518500328064,-0.37495172023773193,-0.37786316871643066,0.15199431777000427,0.5583662986755371,0.033230528235435486,-0.3392082452774048,-0.3515480160713196,-0.22856533527374268,0.09303567558526993,0.08120003342628479,0.46327459812164307,0.1636137068271637,-0.40883541107177734,0.5670982003211975,0.03995591402053833,0.8376604318618774,-0.11493939161300659,0.3777419924736023
303,CreateLevelPush-v0,,0.25283336639404297,0.3981335163116455,0.7608677744865417,-0.09703820943832397,0.5762287974357605,0.7203382253646851,-0.4252094030380249,-0.33428412675857544,-0.44373220205307007,0.05235821008682251,1.181307077407837,0.2567552328109741,-0.37972456216812134,0.754504382610321,0.8417888879776001,0.007709982804954052,0.010225558653473854,0.2849642336368561,0.166276752948761,-0.06380993127822876,-0.07440906763076782,-0.33274364471435547,0.5499429702758789,-0.21468192338943481,-0.3440703749656677,-0.15098464488983154,-0.4496293067932129,0.7825584411621094,0.36457696557044983,0.44620561599731445,-0.17834454774856567,0.09015688300132751,-0.21106791496276855,-0.31032389402389526,-0.09779858589172363,-0.40889930725097656,-0.22653675079345703,0.04231308028101921,0.814788281917572,-0.26709598302841187,0.5050605535507202,-0.16286826133728027,0.12595467269420624,-0.17535638809204102,-0.33345019817352295,0.7736994028091431,-0.35674768686294556,-0.38402754068374634,0.26727649569511414,0.6189447045326233,0.1000618040561676,-0.3490501642227173,-0.2808113098144531,-0.22929030656814575,0.14129069447517395,0.1651444137096405,0.5220244526863098,0.19095879793167114,-0.42422372102737427,0.6212624311447144,-0.09679144620895386,0.9242095351219177,-0.020800232887268066,0.3954523205757141
371,CreateLevelPush-v0,,0.2644027769565582,0.3832540810108185,0.6327019929885864,-0.183618426322937,0.4067557454109192,0.6743443012237549,-0.39257484674453735,-0.3864191770553589,-0.42910975217819214,-0.035954177379608154,1.3295068740844727,0.2920835018157959,-0.4314049482345581,0.7891197204589844,0.7811382412910461,-0.005660891532897949,0.015203069895505905,0.028939872980117798,0.17639164626598358,-0.2037562131881714,-0.2539985775947571,-0.3317248821258545,0.5587252974510193,-0.28639793395996094,-0.30746954679489136,-0.07459336519241333,-0.4811679720878601,1.19097900390625,0.5061483979225159,0.5385947227478027,-0.19847357273101807,0.0372593067586422,-0.3103872537612915,-0.3911416530609131,-0.10585474967956543,-0.41421592235565186,-0.18834292888641357,0.1603107750415802,0.8798899054527283,-0.2602502107620239,0.6110390424728394,-0.1795552372932434,0.13147656619548798,-0.11189711093902588,-0.32815074920654297,0.9402716159820557,-0.3905137777328491,-0.39071017503738403,0.2937849164009094,0.5294021964073181,0.03018171712756157,-0.28132688999176025,-0.27129143476486206,-0.29235923290252686,0.03465038165450096,0.05959060788154602,0.3968096077442169,0.1556260585784912,-0.4449887275695801,0.585296630859375,0.10184517502784729,0.9306263327598572,-0.16599613428115845,0.527474045753479
444,CreateLevelPush-v0,,0.25606077909469604,0.4088830351829529,0.5359687209129333,-0.12384450435638428,0.4705410599708557,0.8407580256462097,-0.4155610203742981,-0.35649484395980835,-0.44083118438720703,-0.07487106323242188,1.1708462238311768,0.27603021264076233,-0.38871246576309204,0.7717527747154236,0.7813791036605835,0.15486937761306763,-0.036240458488464355,0.1758207082748413,0.09315288066864014,-0.10889589786529541,-0.1586008071899414,-0.32863277196884155,0.726902186870575,-0.21765226125717163,-0.3737426996231079,-0.2148038148880005,-0.4667459726333618,0.9239767789840698,0.3702366054058075,0.43709301948547363,-0.19142639636993408,0.05716155469417572,-0.3528175950050354,-0.3599472641944885,0.17116069793701172,-0.3877737522125244,-0.27400004863739014,0.20684947073459625,0.7020341157913208,-0.2613494396209717,0.6749715805053711,-0.24624717235565186,0.1365286111831665,-0.15416061878204346,-0.3070458173751831,0.9593310952186584,-0.40410304069519043,-0.34026092290878296,0.22669079899787903,0.5522261261940002,0.2101883441209793,-0.29963546991348267,-0.3339271545410156,-0.2792951464653015,-0.02112877368927002,0.0057479869574308395,0.5221193432807922,0.15944409370422363,-0.4398201107978821,0.5041608810424805,0.04902063310146332,0.876051664352417,-0.15967881679534912,0.30852943658828735
513,CreateLevelPush-v0,,0.38543736934661865,0.3842402696609497,0.6448654532432556,-0.047942399978637695,0.5050870776176453,0.7830238342285156,-0.43553459644317627,-0.27677226066589355,-0.4424617886543274,-0.051965534687042236,1.1206951141357422,0.07429257035255432,-0.4165151119232178,0.5587213039398193,0.8451415300369263,0.13335439562797546,0.17125758528709412,0.16057704389095306,0.33812326192855835,-0.10754799842834473,-0.11812162399291992,-0.23656845092773438,0.7524003982543945,-0.10640370845794678,-0.2879997491836548,-0.25930649042129517,-0.43885338306427,0.5449671745300293,0.297911137342453,0.27326807379722595,-0.15200746059417725,-0.039145708084106445,-0.24372464418411255,-0.291883647441864,-0.13307374715805054,-0.38771891593933105,-0.31791484355926514,0.11614883691072464,0.7506608963012695,-0.17164826393127441,0.4262353479862213,-0.09722912311553955,0.151199072599411,-0.10009723901748657,-0.23879969120025635,0.7904618978500366,-0.3728339672088623,-0.32175499200820923,0.0804496556520462,0.36344099044799805,0.014117831364274025,-0.3295193314552307,-0.33330702781677246,-0.251258909702301,0.055868152529001236,0.09307795763015747,0.288582980632782,0.12731380760669708,-0.4127136468887329,0.4433545768260956,0.06003498658537865,0.8866830468177795,-0.09674382209777832,0.4460347890853882
586,CreateLevelPush-v0,,0.27333369851112366,0.4889354109764099,0.6193628907203674,-0.11842453479766846,0.5622473359107971,0.7738417387008667,-0.40408051013946533,-0.30960923433303833,-0.4230443835258484,-0.029998958110809326,1.0161778926849365,0.17955490946769714,-0.34549427032470703,0.5975106358528137,0.8177722096443176,0.02456197887659073,0.11149777472019196,0.23673628270626068,0.22449001669883728,-0.0831262469291687,-0.1168258786201477,-0.34176307916641235,0.4960813820362091,-0.2377413511276245,-0.3537753224372864,-0.14924615621566772,-0.4244529604911804,0.6677228808403015,0.3541927933692932,0.3958664536476135,-0.18088746070861816,-0.03035980463027954,-0.27911388874053955,-0.3345244526863098,-0.08502721786499023,-0.3863257169723511,-0.26800674200057983,0.08821044117212296,0.6376384496688843,-0.27873873710632324,0.4934695065021515,-0.11658817529678345,0.16536930203437805,-0.14362317323684692,-0.31875985860824585,0.7850368618965149,-0.35929709672927856,-0.3502994775772095,0.2592891752719879,0.5667105913162231,0.006293352227658033,-0.3434849977493286,-0.34868407249450684,-0.21681785583496094,0.09840408712625504,0.017304984852671623,0.35102343559265137,0.16052813827991486,-0.3939157724380493,0.5824261903762817,0.0007904106751084328,0.8319069743156433,-0.1312069296836853,0.42249247431755066
657,CreateLevelPush-v0,,0.33427631855010986,0.37508517503738403,0.7358640432357788,-0.11676853895187378,0.48617023229599,0.8073102235794067,-0.4298589825630188,-0.3692275881767273,-0.4593232274055481,-0.01891481876373291,1.2056679725646973,0.2486068308353424,-0.41346031427383423,0.7033008933067322,0.8976116180419922,0.07892116904258728,0.07585757970809937,0.1446683555841446,0.19532708823680878,-0.12695884704589844,-0.13680493831634521,-0.32741856575012207,0.5584567189216614,-0.22608578205108643,-0.3278648853302002,-0.14546549320220947,-0.4417257308959961,0.8518240451812744,0.38178908824920654,0.45983749628067017,-0.16228485107421875,0.012680872343480587,-0.2046358585357666,-0.33542072772979736,-0.1180582046508789,-0.4147593379020691,-0.1807405948638916,0.081828773021698,0.8116843104362488,-0.23967397212982178,0.5159342885017395,-0.09768551588058472,0.2009170949459076,-0.10517275333404541,-0.30880242586135864,0.6666736602783203,-0.3535177707672119,-0.3814566135406494,0.2998046875,0.5527610182762146,-0.021868109703063965,-0.32584214210510254,-0.301120400428772,-0.28873640298843384,0.07406806945800781,0.1555880606174469,0.49440431594848633,0.16247586905956268,-0.4362446069717407,0.5653754472732544,0.07312799245119095,0.9732710123062134,-0.09690380096435547,0.5307009220123291
