id,task,label,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
2,MiniGrid-Empty-5x5-v0,,0.39754506945610046,0.05702875554561615,-0.2334740161895752,-0.20720797777175903,0.17645642161369324,-0.10221010446548462,-0.17633843421936035,-0.017492711544036865,-0.22483724355697632,-0.36925703287124634,0.2535819709300995,-0.04862707853317261,-0.05690652132034302,-0.19342398643493652,0.1687704622745514,0.43860873579978943,0.41703280806541443,-0.05460011959075928,0.02212466113269329,-0.15216171741485596,-0.34871894121170044,-0.29817718267440796,0.34111732244491577,0.23743882775306702,0.3100108206272125,-0.148601233959198,-0.15173184871673584,-0.023171722888946533,-0.25741302967071533,-0.13704127073287964,-0.42836475372314453,-0.002613246440887451,0.639910101890564,0.37516140937805176,-0.3874914050102234,0.026583869010210037,-0.2874864935874939,-0.20414400100708008,0.028521165251731873,-0.20648521184921265,0.31498271226882935,0.3099241554737091,0.5049861669540405,-0.2206125259399414,-0.197185218334198,-0.44603854417800903,-0.03601706027984619,-0.19959944486618042,-0.13304519653320312,-0.04759335517883301,0.06860391050577164,0.10653825849294662,-0.30733078718185425,0.4979952573776245,-0.16510367393493652,-0.3194236159324646,-0.3821023106575012,0.15342426300048828,0.6120461225509644,0.058780521154403687,-0.10828524827957153,-0.24354028701782227,0.023022573441267014,-0.2847151756286621
16,MiniGrid-Empty-5x5-v0,,0.40393713116645813,0.08898559212684631,-0.2276574969291687,-0.18720799684524536,0.187763974070549,-0.16745221614837646,-0.22890132665634155,-0.010603487491607666,-0.1771668791770935,-0.3788990378379822,0.2520720660686493,-0.13388580083847046,-0.03139841556549072,-0.1482815146446228,0.18858547508716583,0.4987744390964508,0.442489892244339,-0.11535894870758057,0.009725670330226421,-0.18432003259658813,-0.3482508063316345,-0.3198468089103699,0.31783002614974976,0.316601037979126,0.3028768301010132,-0.19430357217788696,-0.1847519874572754,-0.02216160297393799,-0.26436495780944824,-0.18832850456237793,-0.4301997423171997,0.01947573944926262,0.6319757699966431,0.3416211009025574,-0.3738975524902344,0.036467067897319794,-0.28206777572631836,-0.22542381286621094,0.028129981830716133,-0.22216635942459106,0.2090434432029724,0.28549423813819885,0.5291092991828918,-0.18637269735336304,-0.2432405948638916,-0.4279044270515442,0.012495111674070358,-0.21056896448135376,-0.10818690061569214,-0.06048405170440674,0.04282749071717262,0.05841239541769028,-0.31027233600616455,0.5551275014877319,-0.14042693376541138,-0.318123996257782,-0.3936806917190552,0.19683706760406494,0.593461811542511,0.009349659085273743,-0.07104694843292236,-0.23524844646453857,0.01073774415999651,-0.28698283433914185
31,MiniGrid-Empty-5x5-v0,,0.35672587156295776,0.06323286145925522,-0.22233104705810547,-0.16293400526046753,0.11729409545660019,-0.08700883388519287,-0.17021799087524414,0.049719393253326416,-0.16958290338516235,-0.36861997842788696,0.2384781539440155,0.08610972762107849,-0.04450196027755737,-0.2255570888519287,0.10321468859910965,0.45025214552879333,0.3698177635669708,-0.08413618803024292,0.009507281705737114,-0.07073414325714111,-0.3532417416572571,-0.33249223232269287,0.37082552909851074,0.24329537153244019,0.29838430881500244,-0.08644181489944458,-0.11249679327011108,-0.03290671110153198,-0.17864155769348145,-0.11180078983306885,-0.40976518392562866,-0.025266170501708984,0.6692883968353271,0.3988245725631714,-0.3945338726043701,-0.07617455720901489,-0.32631611824035645,-0.19981050491333008,0.02324633300304413,-0.2340831756591797,0.20408791303634644,0.35886603593826294,0.5394572615623474,-0.21247631311416626,-0.23067247867584229,-0.4248562455177307,-0.01633244752883911,-0.23400431871414185,-0.10578012466430664,-0.031514525413513184,0.10741965472698212,0.057311832904815674,-0.1968662142753601,0.5337886214256287,-0.13880819082260132,-0.29900622367858887,-0.38174647092819214,0.16155458986759186,0.6203117370605469,-0.07049113512039185,-0.09212881326675415,-0.3004950284957886,-0.017771601676940918,-0.2968341112136841
54,MiniGrid-Empty-5x5-v0,,0.36876100301742554,0.07498844712972641,-0.22090470790863037,-0.18492859601974487,0.10332311689853668,-0.11483532190322876,-0.17848551273345947,0.04524810612201691,-0.17088454961776733,-0.36989957094192505,0.24536485970020294,0.06933638453483582,-0.0460239052772522,-0.21849274635314941,0.12044913321733475,0.4693414568901062,0.39288848638534546,-0.10383278131484985,0.005207855254411697,-0.07970976829528809,-0.34193331003189087,-0.3319551348686218,0.3769785761833191,0.2676318287849426,0.27888643741607666,-0.09473717212677002,-0.10312169790267944,-0.029116034507751465,-0.19917112588882446,-0.1295226812362671,-0.41136234998703003,-0.031877100467681885,0.6668668985366821,0.4064297676086426,-0.39269739389419556,-0.08401918411254883,-0.3258940577507019,-0.20332521200180054,0.03683968633413315,-0.2469038963317871,0.21703976392745972,0.3553121089935303,0.5479304790496826,-0.2210330367088318,-0.23476874828338623,-0.42676877975463867,-0.02089548110961914,-0.21192210912704468,-0.11859464645385742,-0.025371134281158447,0.08780728280544281,0.07902462035417557,-0.2247723937034607,0.5529359579086304,-0.15247511863708496,-0.2994164228439331,-0.3826228976249695,0.15100695192813873,0.620431125164032,-0.057898879051208496,-0.07435423135757446,-0.30289751291275024,-0.01923346519470215,-0.2961007356643677
75,MiniGrid-Empty-5x5-v0,,0.3823609948158264,0.09631902724504471,-0.21501761674880981,-0.16749215126037598,0.2017606496810913,-0.1577402949333191,-0.22867131233215332,-0.01678234338760376,-0.1675742268562317,-0.3820687532424927,0.27033716440200806,-0.15060579776763916,-0.02856755256652832,-0.14606821537017822,0.182695671916008,0.5084595680236816,0.44793277978897095,-0.12561291456222534,-0.0070456862449646,-0.16717392206192017,-0.34203583002090454,-0.3146085739135742,0.3208784759044647,0.3274465501308441,0.2952587306499481,-0.1961182951927185,-0.18148642778396606,-0.027151644229888916,-0.25621461868286133,-0.199618399143219,-0.43081068992614746,-0.007312595844268799,0.6197997331619263,0.3330996334552765,-0.37004733085632324,0.03292497619986534,-0.2825607657432556,-0.22855043411254883,0.024769598618149757,-0.22122341394424438,0.21665038168430328,0.2944563925266266,0.5175291895866394,-0.17628002166748047,-0.26416921615600586,-0.42144179344177246,0.040220387279987335,-0.22181475162506104,-0.11126059293746948,-0.08408087491989136,0.014644674956798553,0.0376833938062191,-0.3019391894340515,0.549888014793396,-0.13306361436843872,-0.3200397491455078,-0.38817787170410156,0.19983305037021637,0.5733548998832703,-0.00047075748443603516,-0.05551189184188843,-0.2402355670928955,0.013835188001394272,-0.27450037002563477
90,MiniGrid-Empty-5x5-v0,,0.39209723472595215,0.008376219309866428,-0.23695528507232666,-0.13956379890441895,0.17767399549484253,-0.09252595901489258,-0.20522230863571167,0.01731143891811371,-0.2041040062904358,-0.3727031350135803,0.2619583010673523,0.00898890383541584,-0.07153767347335815,-0.2188006043434143,0.1211535632610321,0.5004702806472778,0.3431847095489502,-0.0339350700378418,0.06062920764088631,-0.09647965431213379,-0.3327779173851013,-0.33331453800201416,0.3764808773994446,0.14525106549263,0.2633047103881836,-0.06375151872634888,-0.13807964324951172,-0.061134397983551025,-0.1570391058921814,-0.07581084966659546,-0.4135468006134033,-0.0733223557472229,0.7597754001617432,0.3528258502483368,-0.3894924521446228,-0.0698133111000061,-0.29927772283554077,-0.1810929775238037,-0.0422702431678772,-0.24536418914794922,0.22163988649845123,0.26995885372161865,0.5678989887237549,-0.1832747459411621,-0.20532536506652832,-0.41064751148223877,-0.02726888656616211,-0.23694062232971191,-0.1560734510421753,-0.06412053108215332,0.04392936825752258,0.09825879335403442,-0.19321972131729126,0.4582374095916748,-0.16335701942443848,-0.32929545640945435,-0.34985917806625366,0.2165035903453827,0.5976600646972656,0.00021627498790621758,-0.057185351848602295,-0.2891172766685486,0.04699592664837837,-0.2990204691886902
114,MiniGrid-Empty-5x5-v0,,0.4368739128112793,0.07969791442155838,-0.21754741668701172,-0.22241294384002686,0.15885029733181,-0.15099531412124634,-0.18201231956481934,-0.04291081428527832,-0.22209781408309937,-0.37615251541137695,0.2535090446472168,-0.13053858280181885,-0.05378079414367676,-0.1541292667388916,0.2224583476781845,0.4546625018119812,0.5031328797340393,-0.12496864795684814,-0.014499783515930176,-0.16173338890075684,-0.3394163250923157,-0.2821440100669861,0.3362240195274353,0.2655808925628662,0.28102269768714905,-0.18318629264831543,-0.161110520362854,0.015137963928282261,-0.27097946405410767,-0.1863270401954651,-0.43688076734542847,-0.006685733795166016,0.6172958612442017,0.372651606798172,-0.3803960084915161,0.045278362929821014,-0.27206337451934814,-0.20439457893371582,0.09815196692943573,-0.21804040670394897,0.34386956691741943,0.2978726923465729,0.555098831653595,-0.22119897603988647,-0.22637397050857544,-0.43105649948120117,-0.04057353734970093,-0.18398380279541016,-0.15964937210083008,-0.04708915948867798,-0.00310438871383667,0.13303858041763306,-0.33382660150527954,0.5450657606124878,-0.19030219316482544,-0.32899582386016846,-0.3806007504463196,0.15324920415878296,0.6042348146438599,0.10928336530923843,-0.014997124671936035,-0.24311083555221558,0.02883521094918251,-0.2630181312561035
123,MiniGrid-Empty-5x5-v0,,0.3901776969432831,0.09482595324516296,-0.21696126461029053,-0.18568092584609985,0.13184396922588348,-0.14019209146499634,-0.2279101014137268,0.03932001441717148,-0.16288840770721436,-0.3804686665534973,0.2375737726688385,-0.0073277950286865234,-0.051146090030670166,-0.205963134765625,0.14347253739833832,0.4785519242286682,0.41892075538635254,-0.11786407232284546,0.0070002092979848385,-0.1114160418510437,-0.34714043140411377,-0.3413052558898926,0.3430309593677521,0.3285641670227051,0.3035084307193756,-0.13302218914031982,-0.12545877695083618,-0.036171913146972656,-0.2199568748474121,-0.16414755582809448,-0.42161065340042114,-0.028450369834899902,0.653730571269989,0.3970790207386017,-0.389255166053772,-0.04761558771133423,-0.3245389461517334,-0.2174975872039795,0.04079288989305496,-0.25611263513565063,0.20098309218883514,0.3500293791294098,0.5400732159614563,-0.2151026725769043,-0.235978901386261,-0.4283198118209839,0.003704676404595375,-0.21983367204666138,-0.10415828227996826,-0.01702362298965454,0.06732652336359024,0.07433256506919861,-0.26282358169555664,0.5767327547073364,-0.1430026888847351,-0.29606378078460693,-0.3871805667877197,0.1470043659210205,0.5928236842155457,-0.034960150718688965,-0.062029123306274414,-0.29845839738845825,-0.049361586570739746,-0.30441802740097046
145,MiniGrid-Empty-5x5-v0,,0.375302791595459,0.099922776222229,-0.2233085036277771,-0.20862197875976562,0.14052024483680725,-0.12237977981567383,-0.18849200010299683,0.00470806285738945,-0.17146247625350952,-0.36903971433639526,0.2234245240688324,-0.038705646991729736,-0.05254232883453369,-0.20905619859695435,0.15361903607845306,0.46899622678756714,0.42858657240867615,-0.11161112785339355,-0.016964972019195557,-0.11348229646682739,-0.35311609506607056,-0.31385815143585205,0.35466861724853516,0.28512194752693176,0.30647721886634827,-0.14407885074615479,-0.1430954933166504,-0.022979438304901123,-0.22695916891098022,-0.1765645146369934,-0.428008496761322,-0.019226014614105225,0.6109314560890198,0.4294978082180023,-0.3859507441520691,0.0029870113357901573,-0.32289808988571167,-0.20542693138122559,0.06166474521160126,-0.23612844944000244,0.2616468667984009,0.32713091373443604,0.5196030139923096,-0.2347925901412964,-0.2404748797416687,-0.4368366003036499,-0.0038455724716186523,-0.2313213348388672,-0.10699617862701416,-0.016090869903564453,0.06334029883146286,0.1381010264158249,-0.2641831040382385,0.5821744799613953,-0.14981329441070557,-0.3046998381614685,-0.40017664432525635,0.17443536221981049,0.6284216642379761,0.0004559275694191456,-0.07188206911087036,-0.28158801794052124,-0.0017121434211730957,-0.2872229218482971
158,MiniGrid-Empty-5x5-v0,,0.3741368055343628,0.11660738289356232,-0.22355860471725464,-0.20647764205932617,0.1617419272661209,-0.09544885158538818,-0.1766880750656128,0.012358231469988823,-0.17535889148712158,-0.36791861057281494,0.22505949437618256,-0.013830184936523438,-0.05133056640625,-0.2171701192855835,0.11738519370555878,0.45167043805122375,0.4167517125606537,-0.07457268238067627,-0.00047010183334350586,-0.11781728267669678,-0.35460036993026733,-0.30218571424484253,0.3602978587150574,0.28755658864974976,0.3280109167098999,-0.14648836851119995,-0.13790184259414673,-0.03854930400848389,-0.24169182777404785,-0.1704227328300476,-0.42435091733932495,-0.014442682266235352,0.6181061267852783,0.4316571056842804,-0.3798360824584961,0.0028910432010889053,-0.32609885931015015,-0.20745760202407837,0.04778048396110535,-0.22046566009521484,0.29353272914886475,0.32536038756370544,0.5103614926338196,-0.23574775457382202,-0.23274898529052734,-0.4510018825531006,0.0038535017520189285,-0.22334128618240356,-0.10798579454421997,-0.012809038162231445,0.09525997936725616,0.10836629569530487,-0.2737632989883423,0.5651147961616516,-0.1490420699119568,-0.3108232617378235,-0.4003472328186035,0.16543810069561005,0.6402793526649475,0.03008875995874405,-0.13295072317123413,-0.27305173873901367,0.002447657287120819,-0.2936825752258301
